Survived,Pclass,Age,SibSp,Parch,Fare,Sex_male,Embarked_Q,Embarked_S,Pclass_ordinal,Fare_per_class,Family_size,Fare_log,Age_group,Survived_label,Class_label
0,3,20.0,0,0,7.925,True,False,True,1,7.925,1,2.188856327665703,Adult,Did Not Survive,3rd Class
0,2,16.0,0,0,10.5,True,False,True,2,5.25,1,2.4423470353692043,Youth,Did Not Survive,2nd Class
1,1,30.0,0,0,31.0,False,False,False,3,10.333333333333334,1,3.4657359027997265,Adult,Survived,1st Class
0,3,34.5,0,0,6.4375,True,False,False,1,6.4375,1,2.006534770871748,Adult,Did Not Survive,3rd Class
0,3,42.0,0,0,7.55,True,False,True,1,7.55,1,2.145931282948669,Middle-Aged,Did Not Survive,3rd Class
0,3,35.0,0,0,7.8958,True,False,False,1,7.8958,1,2.1855792552411137,Adult,Did Not Survive,3rd Class
0,2,28.0,0,1,33.0,True,False,True,2,16.5,2,3.5263605246161616,Adult,Did Not Survive,2nd Class
1,1,28.0,1,0,89.1042,False,False,False,3,29.701400000000003,2,4.500966778400217,Adult,Survived,1st Class
0,3,4.0,4,2,31.275,True,False,True,1,31.275,7,3.4742929367327062,Child,Did Not Survive,3rd Class
0,3,74.0,0,0,7.775,True,False,True,1,7.775,1,2.1719067693519296,Senior,Did Not Survive,3rd Class
0,3,9.0,1,1,15.2458,False,False,False,1,15.2458,3,2.7878344138303452,Child,Did Not Survive,3rd Class
1,1,16.0,0,1,39.4,False,False,True,3,13.133333333333333,2,3.6988297849671046,Youth,Survived,1st Class
0,2,44.0,1,0,26.0,False,False,True,2,13.0,2,3.295836866004329,Middle-Aged,Did Not Survive,2nd Class
1,3,18.0,0,1,9.35,False,False,True,1,9.35,2,2.336986519711378,Youth,Survived,3rd Class
1,1,45.0,1,1,164.8667,False,False,True,3,54.95556666666667,3,5.11118445372147,Middle-Aged,Survived,1st Class
1,1,51.0,0,0,26.55,True,False,True,3,8.85,1,3.3160025355989236,Middle-Aged,Survived,1st Class
1,3,24.0,0,3,19.2583,False,False,False,1,19.2583,4,3.0085645861193133,Adult,Survived,3rd Class
0,3,41.0,2,0,14.1083,True,False,True,1,14.1083,3,2.7152442616824506,Middle-Aged,Did Not Survive,3rd Class
0,2,21.0,1,0,11.5,True,False,True,2,5.75,2,2.5257286443082556,Adult,Did Not Survive,2nd Class
1,1,48.0,0,0,25.9292,False,False,True,3,8.643066666666668,1,3.2932111997353943,Middle-Aged,Survived,1st Class
0,2,24.0,0,0,13.0,True,False,True,2,6.5,1,2.639057329615259,Adult,Did Not Survive,2nd Class
1,2,42.0,0,0,13.0,False,False,True,2,6.5,1,2.639057329615259,Middle-Aged,Survived,2nd Class
1,2,27.0,1,0,13.8583,False,False,False,2,6.92915,2,2.698558631668595,Adult,Survived,2nd Class
0,1,31.0,0,0,50.4958,True,False,True,3,16.831933333333335,1,3.941500250945973,Adult,Did Not Survive,1st Class
1,3,4.0,1,1,11.1333,True,False,True,1,11.1333,3,2.4959537387180646,Child,Survived,3rd Class
1,1,47.0,1,1,52.5542,False,False,True,3,17.518066666666666,3,3.9806942251907276,Middle-Aged,Survived,1st Class
0,1,33.0,0,0,5.0,True,False,True,3,1.6666666666666667,1,1.791759469228055,Adult,Did Not Survive,1st Class
0,3,47.0,0,0,9.0,True,False,True,1,9.0,1,2.302585092994046,Middle-Aged,Did Not Survive,3rd Class
1,2,28.0,1,0,24.0,False,False,False,2,12.0,2,3.2188758248682006,Adult,Survived,2nd Class
1,3,15.0,0,0,7.225,False,False,False,1,7.225,1,2.1071782966514356,Youth,Survived,3rd Class
0,3,20.0,0,0,9.8458,True,False,True,1,9.8458,1,2.3837779082709787,Adult,Did Not Survive,3rd Class
1,1,56.0,0,1,83.1583,False,False,False,3,27.71943333333333,2,4.432699549165613,Middle-Aged,Survived,1st Class
1,2,25.0,0,1,26.0,False,False,True,2,13.0,2,3.295836866004329,Adult,Survived,2nd Class
0,3,33.0,0,0,7.8958,True,False,True,1,7.8958,1,2.1855792552411137,Adult,Did Not Survive,3rd Class
0,3,22.0,0,0,10.5167,False,False,True,1,10.5167,1,2.4437981558973862,Adult,Did Not Survive,3rd Class
0,2,28.0,0,0,10.5,True,False,True,2,5.25,1,2.4423470353692043,Adult,Did Not Survive,2nd Class
0,3,39.0,0,5,29.125,False,True,False,1,29.125,6,3.405355391810819,Middle-Aged,Did Not Survive,3rd Class
1,1,19.0,0,0,30.0,False,False,True,3,10.0,1,3.4339872044851463,Adult,Survived,1st Class
0,3,28.0,1,2,23.45,False,False,True,1,23.45,4,3.196630215920881,Adult,Did Not Survive,3rd Class
1,1,26.0,0,0,30.0,True,False,False,3,10.0,1,3.4339872044851463,Adult,Survived,1st Class
0,3,32.0,0,0,7.75,True,True,False,1,7.75,1,2.169053700369523,Adult,Did Not Survive,3rd Class
