pclass,age,sibsp,parch,fare,survived,sex_male,embarked_Q,embarked_S,pclass_ordinal,fare_per_class_unit,family_size,class_fare_interaction,fare_log,age_group,survived_label,class_label,age_zscore,fare_zscore,is_alone,high_fare,fare_quartile,class_survival_rate
3,22.8,0,0,1.44,0,True,True,False,1,1.44,1,-0.590266696881688,0.8919980393051105,Adult,Did Not Survive,3rd Class,-0.4913,-0.5899,1,0,Q1_low,0.2439
3,30.7,1,0,8.66,0,True,True,False,1,8.66,2,-0.4383779661096373,2.2679936482244267,Adult,Did Not Survive,3rd Class,0.1598,-0.4381,0,0,Q2_mid_low,0.2439
2,10.7,0,0,5.0,0,False,False,False,2,2.5,1,-1.0307483850241792,1.791759469228055,Child,Did Not Survive,2nd Class,-1.4887,-0.5151,1,0,Q1_low,0.4615
1,20.3,1,0,94.28,0,False,False,True,3,31.426666666666662,2,4.088486515259584,4.556819925047044,Adult,Did Not Survive,1st Class,-0.6974,1.3621,0,1,Q4_high,0.6343
3,28.4,1,0,20.97,0,True,False,True,1,20.97,2,-0.1794097838653238,3.089677886396519,Adult,Did Not Survive,3rd Class,-0.0298,-0.1793,0,1,Q3_mid_high,0.2439
1,32.6,0,0,95.33,0,True,False,False,3,31.776666666666667,1,4.154753759294481,4.567779796769532,Adult,Did Not Survive,1st Class,0.3164,1.3841,1,1,Q4_high,0.6343
1,46.2,1,0,78.66,1,True,False,True,3,26.22,2,3.1026823706642515,4.377767577753498,Middle-Aged,Survived,1st Class,1.4374,1.0336,0,1,Q4_high,0.6343
3,28.4,0,1,26.28,0,True,True,False,1,26.28,2,-0.0677021439207823,3.3061538329752613,Adult,Did Not Survive,3rd Class,-0.0298,-0.0677,0,1,Q3_mid_high,0.2439
2,33.5,1,0,5.0,1,False,True,False,2,2.5,2,-1.0307483850241792,1.791759469228055,Adult,Survived,2nd Class,0.3906,-0.5151,0,0,Q1_low,0.4615
2,28.4,2,1,64.91,1,False,False,True,2,32.455,4,1.4899313547413484,4.188290175064629,Adult,Survived,2nd Class,-0.0298,0.7445,0,1,Q4_high,0.4615
1,54.2,0,0,115.38,1,True,False,False,3,38.46,1,5.420142562056094,4.756860699228524,Middle-Aged,Survived,1st Class,2.0968,1.8057,1,1,Q4_high,0.6343
3,28.4,0,0,16.76,0,False,False,True,1,16.76,1,-0.2679764814484724,2.876948737564024,Adult,Did Not Survive,3rd Class,-0.0298,-0.2678,1,1,Q3_mid_high,0.2439
3,20.4,1,2,15.99,1,True,False,True,1,15.99,4,-0.2841751411014473,2.8326249356838407,Adult,Survived,3rd Class,-0.6892,-0.284,0,1,Q3_mid_high,0.2439
3,20.5,1,0,1.19,0,True,False,True,1,1.19,2,-0.5955260019638228,0.7839015438284094,Adult,Did Not Survive,3rd Class,-0.6809,-0.5952,0,0,Q1_low,0.2439
2,28.4,0,0,32.64,0,True,False,True,2,16.32,1,0.1321891547374498,3.5157158351047477,Adult,Did Not Survive,2nd Class,-0.0298,0.0661,1,1,Q4_high,0.4615
3,30.6,0,0,4.09,1,True,False,True,1,4.09,1,-0.53451806301106,1.6272778305624314,Adult,Survived,3rd Class,0.1516,-0.5342,1,0,Q1_low,0.2439
1,28.4,0,1,173.71,0,False,False,False,3,57.903333333333336,2,9.101445747347112,5.163127456486353,Adult,Did Not Survive,1st Class,-0.0298,3.0321,0,1,Q4_high,0.6343
2,38.1,0,0,16.16,0,False,False,True,2,8.08,1,-0.5611976272911916,2.8425810940598164,Middle-Aged,Did Not Survive,2nd Class,0.7697,-0.2804,1,1,Q3_mid_high,0.4615
3,10.5,1,4,3.75,0,False,False,True,1,3.75,6,-0.5416707179227632,1.55814461804655,Child,Did Not Survive,3rd Class,-1.5051,-0.5414,0,0,Q1_low,0.2439
1,39.0,0,0,6.41,1,False,False,True,3,2.1366666666666667,1,-1.4571351355465494,2.002830439307996,Middle-Aged,Survived,1st Class,0.8439,-0.4854,1,0,Q2_mid_low,0.6343
2,24.5,1,0,20.92,0,False,False,True,2,10.46,2,-0.3609232897635014,3.087399462079815,Adult,Did Not Survive,2nd Class,-0.3512,-0.1804,0,1,Q3_mid_high,0.4615
3,23.9,3,1,3.42,1,True,False,True,1,3.42,5,-0.5486130006311811,1.4861396960896067,Adult,Survived,3rd Class,-0.4007,-0.5483,0,0,Q1_low,0.2439
3,31.6,2,1,13.45,1,False,False,False,1,13.45,4,-0.3376096807359361,2.670694414558441,Adult,Survived,3rd Class,0.234,-0.3374,0,1,Q3_mid_high,0.2439
3,1.4,0,2,6.17,0,False,False,True,1,6.17,3,-0.4907606447276992,1.969905654611529,Child,Did Not Survive,3rd Class,-2.2552,-0.4905,0,0,Q2_mid_low,0.2439
3,28.4,3,0,13.94,1,False,True,False,1,13.94,4,-0.3273014427749521,2.7040421797046714,Adult,Survived,3rd Class,-0.0298,-0.3271,0,1,Q3_mid_high,0.2439
2,6.1,0,0,27.54,1,True,False,True,2,13.77,1,-0.0823904926136468,3.3513066120486905,Child,Survived,2nd Class,-1.8678,-0.0412,1,1,Q3_mid_high,0.4615
2,19.8,0,0,5.0,1,True,False,True,2,2.5,1,-1.0307483850241792,1.791759469228055,Adult,Survived,2nd Class,-0.7386,-0.5151,1,0,Q1_low,0.4615
3,29.3,0,0,3.81,0,True,False,True,1,3.81,1,-0.5404084847030509,1.5706970841176695,Adult,Did Not Survive,3rd Class,0.0444,-0.5401,1,0,Q1_low,0.2439
1,28.4,1,0,116.98,0,True,False,True,3,38.99333333333333,2,5.521121219633081,4.770515118574929,Adult,Did Not Survive,1st Class,-0.0298,1.8393,0,1,Q4_high,0.6343
3,18.3,0,2,1.0,0,False,False,True,1,1.0,3,-0.5995230738262451,0.6931471805599453,Adult,Did Not Survive,3rd Class,-0.8622,-0.5992,0,0,Q1_low,0.2439
3,27.4,1,3,8.46,0,True,False,True,1,8.46,5,-0.4425854101753451,2.247072383063787,Adult,Did Not Survive,3rd Class,-0.1122,-0.4423,0,0,Q2_mid_low,0.2439
3,1.0,0,0,10.25,0,False,False,True,1,10.25,1,-0.4049287857872605,2.4203681286504293,Child,Did Not Survive,3rd Class,-2.2882,-0.4047,1,0,Q2_mid_low,0.2439
3,6.8,2,0,36.85,0,True,False,True,1,36.85,3,0.1546612749518735,3.6336309798834576,Child,Did Not Survive,3rd Class,-1.8101,0.1546,0,1,Q4_high,0.2439
2,47.6,0,1,9.05,0,True,False,True,2,4.525,2,-0.8603469003630144,2.307572634505085,Middle-Aged,Did Not Survive,2nd Class,1.5528,-0.4299,0,0,Q2_mid_low,0.4615
2,25.1,0,0,13.13,1,True,False,True,2,6.565,1,-0.6886831824821372,2.6483001966964363,Adult,Survived,2nd Class,-0.3018,-0.3441,1,1,Q3_mid_high,0.4615
3,1.0,4,0,2.85,0,True,False,True,1,2.85,5,-0.5606042162184482,1.3480731482996928,Child,Did Not Survive,3rd Class,-2.2882,-0.5603,0,0,Q1_low,0.2439
2,55.1,1,0,12.51,0,False,False,False,2,6.255,2,-0.7147693356895253,2.6034301519721077,Middle-Aged,Did Not Survive,2nd Class,2.1709,-0.3572,0,1,Q3_mid_high,0.4615
3,11.0,0,0,40.71,1,False,False,True,1,40.71,1,0.2358649454200336,3.730740908208854,Child,Survived,3rd Class,-1.4639,0.2357,1,1,Q4_high,0.2439
2,19.8,0,0,73.18,0,True,False,False,2,36.59,1,1.837886978975382,4.306494572061445,Adult,Did Not Survive,2nd Class,-0.7386,0.9184,1,1,Q4_high,0.4615
2,28.4,0,3,8.34,1,False,True,False,2,4.17,4,-0.8902197532295396,2.234306252240751,Adult,Survived,2nd Class,-0.0298,-0.4449,0,0,Q2_mid_low,0.4615
1,28.4,3,2,27.25,0,True,False,False,3,9.083333333333334,6,-0.141888120606299,3.34109345759245,Adult,Did Not Survive,1st Class,-0.0298,-0.0473,0,1,Q3_mid_high,0.6343
2,37.5,0,0,20.59,1,True,False,True,2,10.295,1,-0.3748078551803371,3.072230244526716,Middle-Aged,Survived,2nd Class,0.7203,-0.1873,1,1,Q3_mid_high,0.4615
2,28.4,0,0,5.0,1,False,False,False,2,2.5,1,-1.0307483850241792,1.791759469228055,Adult,Survived,2nd Class,-0.0298,-0.5151,1,0,Q1_low,0.4615
3,28.4,1,2,7.98,1,True,True,False,1,7.98,4,-0.4526832759330438,2.194999882314108,Adult,Survived,3rd Class,-0.0298,-0.4524,0,0,Q2_mid_low,0.2439
3,35.2,0,2,8.42,0,True,False,False,1,8.42,3,-0.4434268989884867,2.242835088588272,Middle-Aged,Did Not Survive,3rd Class,0.5307,-0.4432,0,0,Q2_mid_low,0.2439
2,28.4,0,0,84.97,1,False,False,True,2,42.485,1,2.333944634322328,4.453998398186353,Adult,Survived,2nd Class,-0.0298,1.1663,1,1,Q4_high,0.4615
1,28.4,0,2,61.6,0,True,False,False,3,20.53333333333333,3,2.0259974342496325,4.136765278106052,Adult,Did Not Survive,1st Class,-0.0298,0.675,0,1,Q4_high,0.6343
3,20.3,0,1,7.52,1,True,False,False,1,7.52,2,-0.4623603972841716,2.1424163408412245,Adult,Survived,3rd Class,-0.6974,-0.4621,0,0,Q2_mid_low,0.2439
1,39.8,0,0,51.43,1,False,False,True,3,17.143333333333334,1,1.3841518420259111,3.959478946584441,Middle-Aged,Survived,1st Class,0.9099,0.4611,1,1,Q4_high,0.6343
3,21.5,1,0,13.29,0,True,False,True,1,13.29,2,-0.3409756359885024,2.659559991941776,Adult,Did Not Survive,3rd Class,-0.5985,-0.3408,0,1,Q3_mid_high,0.2439
1,11.9,0,0,5.0,1,True,True,False,3,1.6666666666666667,1,-1.5461225775362688,1.791759469228055,Child,Survived,1st Class,-1.3898,-0.5151,1,0,Q1_low,0.6343
3,39.4,1,1,1.0,1,True,True,False,1,1.0,3,-0.5995230738262451,0.6931471805599453,Middle-Aged,Survived,3rd Class,0.8769,-0.5992,0,0,Q1_low,0.2439
2,28.4,1,2,9.74,0,True,False,True,2,4.87,4,-0.8313155363096308,2.3739750890807185,Adult,Did Not Survive,2nd Class,-0.0298,-0.4154,0,0,Q2_mid_low,0.4615
3,53.9,1,0,2.98,0,True,False,True,1,2.98,2,-0.5578693775757382,1.3812818192963463,Middle-Aged,Did Not Survive,3rd Class,2.072,-0.5576,0,0,Q1_low,0.2439
1,1.0,0,0,197.67,0,True,False,False,3,65.89,1,10.613601144562486,5.291645156779972,Child,Did Not Survive,1st Class,-2.2882,3.5359,1,1,Q4_high,0.6343
3,28.4,0,0,6.43,0,False,False,True,1,6.43,1,-0.485290967442279,2.005525858729668,Adult,Did Not Survive,3rd Class,-0.0298,-0.485,1,0,Q2_mid_low,0.2439
3,18.6,2,0,19.51,0,True,False,True,1,19.51,3,-0.2101241255449905,3.0209125720842893,Adult,Did Not Survive,3rd Class,-0.8375,-0.21,0,1,Q3_mid_high,0.2439
3,28.4,0,1,20.97,1,True,False,True,1,20.97,2,-0.1794097838653238,3.089677886396519,Adult,Survived,3rd Class,-0.0298,-0.1793,0,1,Q3_mid_high,0.2439
3,34.1,0,0,5.78,0,True,True,False,1,5.78,1,-0.4989651606558293,1.913977101952304,Adult,Did Not Survive,3rd Class,0.44,-0.4987,1,0,Q2_mid_low,0.2439
3,26.0,0,2,8.86,0,False,False,True,1,8.86,3,-0.4341705220439296,2.288486168614544,Adult,Did Not Survive,3rd Class,-0.2276,-0.4339,0,0,Q2_mid_low,0.2439
1,25.4,0,0,14.62,1,False,False,True,3,4.873333333333333,1,-0.938988398854637,2.74855214441154,Adult,Survived,1st Class,-0.277,-0.3128,1,1,Q3_mid_high,0.6343
1,41.4,0,1,16.51,0,True,False,False,3,5.503333333333334,2,-0.8197073595918214,2.8627721462977607,Middle-Aged,Did Not Survive,1st Class,1.0417,-0.2731,0,1,Q3_mid_high,0.6343
2,12.5,1,0,8.27,0,False,True,False,2,4.135,2,-0.893164964075535,2.226783379577764,Youth,Did Not Survive,2nd Class,-1.3403,-0.4463,0,0,Q2_mid_low,0.4615
2,46.8,0,2,37.99,0,True,False,True,2,18.995,3,0.3572874122528158,3.663305202994506,Middle-Aged,Did Not Survive,2nd Class,1.4868,0.1785,0,1,Q4_high,0.4615
1,39.1,0,1,24.33,1,True,False,False,3,8.11,2,-0.3261741706842996,3.231989464013584,Middle-Aged,Survived,1st Class,0.8522,-0.1087,0,1,Q3_mid_high,0.6343
1,53.4,0,1,9.37,1,True,False,False,3,3.123333333333333,2,-1.2703246190291242,2.338917022241436,Middle-Aged,Survived,1st Class,2.0308,-0.4232,0,0,Q2_mid_low,0.6343
1,28.4,0,0,30.71,0,True,False,False,3,10.236666666666666,1,0.0764782264039346,3.456632088550256,Adult,Did Not Survive,1st Class,-0.0298,0.0255,1,1,Q4_high,0.6343
3,33.9,0,0,12.98,0,True,False,True,1,12.98,1,-0.3474971742903494,2.637627736805664,Adult,Did Not Survive,3rd Class,0.4236,-0.3473,1,1,Q3_mid_high,0.2439
1,51.4,1,1,66.85,1,False,False,False,3,22.28333333333333,3,2.357333654424119,4.217299386280878,Middle-Aged,Survived,1st Class,1.866,0.7853,0,1,Q4_high,0.6343
2,35.3,1,0,29.52,0,True,False,True,2,14.76,2,0.0009168998873671,3.4183822064162563,Middle-Aged,Did Not Survive,2nd Class,0.539,0.0005,0,1,Q4_high,0.4615
3,34.3,1,1,10.66,0,False,False,True,1,10.66,3,-0.3963035254525596,2.4561641809223462,Adult,Did Not Survive,3rd Class,0.4565,-0.3961,0,0,Q2_mid_low,0.2439
1,37.7,0,0,165.51,1,True,False,False,3,55.17,1,8.583930127265054,5.115055367677026,Middle-Aged,Survived,1st Class,0.7368,2.8597,1,1,Q4_high,0.6343
3,26.7,1,1,6.1,0,True,False,True,1,6.1,3,-0.4922332501506969,1.9600947840472696,Adult,Did Not Survive,3rd Class,-0.1699,-0.492,0,0,Q2_mid_low,0.2439
2,45.2,0,1,5.0,0,False,False,True,2,2.5,2,-1.0307483850241792,1.791759469228055,Middle-Aged,Did Not Survive,2nd Class,1.3549,-0.5151,0,0,Q1_low,0.4615
3,32.0,0,4,4.96,0,False,False,True,1,4.96,5,-0.5162156813252312,1.7850704810772584,Adult,Did Not Survive,3rd Class,0.267,-0.5159,0,0,Q1_low,0.2439
2,44.1,0,2,24.15,1,False,False,True,2,12.075,3,-0.2250228464411404,3.224857896545748,Middle-Aged,Survived,2nd Class,1.2643,-0.1124,0,1,Q3_mid_high,0.4615
1,26.0,0,0,196.55,0,True,True,False,3,65.51666666666667,1,10.542916084258596,5.2859917168574,Adult,Did Not Survive,1st Class,-0.2276,3.5123,1,1,Q4_high,0.6343
3,28.4,0,0,10.5,0,True,False,True,1,10.5,1,-0.3996694807051258,2.4423470353692043,Adult,Did Not Survive,3rd Class,-0.0298,-0.3994,1,0,Q2_mid_low,0.2439
3,28.4,0,0,10.86,1,False,False,True,1,10.86,1,-0.3920960813868518,2.4731713935695794,Adult,Survived,3rd Class,-0.0298,-0.3919,1,0,Q2_mid_low,0.2439
3,9.2,1,3,7.88,1,True,False,False,1,7.88,5,-0.4547869979658977,2.1838015570040787,Child,Survived,3rd Class,-1.6123,-0.4545,0,0,Q2_mid_low,0.2439
3,24.3,4,0,28.36,1,True,False,True,1,28.36,5,-0.0239447256374215,3.3796332037463146,Adult,Survived,3rd Class,-0.3677,-0.0239,0,1,Q3_mid_high,0.2439
3,31.5,0,0,4.08,0,True,False,True,1,4.08,1,-0.5347284352143453,1.6253112615903906,Adult,Did Not Survive,3rd Class,0.2257,-0.5344,1,0,Q1_low,0.2439
1,43.0,1,0,58.54,1,False,False,False,3,19.51333333333333,2,1.8328757516336447,4.086648355587631,Middle-Aged,Survived,1st Class,1.1736,0.6106,0,1,Q4_high,0.6343
1,28.4,3,1,57.51,1,True,False,True,3,19.17,5,1.7678707408184602,4.069197679800145,Adult,Survived,1st Class,-0.0298,0.589,0,1,Q4_high,0.6343
2,34.2,0,0,34.81,1,True,False,True,2,17.405,1,0.2234906909633086,3.578227184010341,Adult,Survived,2nd Class,0.4483,0.1117,1,1,Q4_high,0.4615
3,28.4,0,0,17.98,0,True,False,False,1,17.98,1,-0.242311072647655,2.9433857931817817,Adult,Did Not Survive,3rd Class,-0.0298,-0.2422,1,1,Q3_mid_high,0.2439
3,38.8,0,0,7.02,0,True,False,True,1,7.02,1,-0.4728790074484411,2.081938421878423,Middle-Aged,Did Not Survive,3rd Class,0.8274,-0.4726,1,0,Q2_mid_low,0.2439
3,21.4,1,0,11.62,0,False,True,False,1,11.62,2,-0.3761077939371622,2.5352828571130672,Adult,Did Not Survive,3rd Class,-0.6067,-0.3759,0,1,Q3_mid_high,0.2439
3,10.6,2,0,9.84,0,True,False,True,1,9.84,3,-0.4135540461219615,2.3832429960115,Child,Did Not Survive,3rd Class,-1.4969,-0.4133,0,0,Q2_mid_low,0.2439
1,47.5,0,0,5.0,1,False,False,True,3,1.6666666666666667,1,-1.5461225775362688,1.791759469228055,Middle-Aged,Survived,1st Class,1.5445,-0.5151,1,0,Q1_low,0.6343
2,60.4,0,0,30.38,0,False,True,False,2,15.19,1,0.037100918852454,3.4461707473048864,Senior,Did Not Survive,2nd Class,2.6078,0.0185,1,1,Q4_high,0.4615
3,17.7,3,0,8.67,0,True,False,True,1,8.67,4,-0.438167593906352,2.269028309465203,Youth,Did Not Survive,3rd Class,-0.9117,-0.4379,0,0,Q2_mid_low,0.2439
1,76.1,1,1,25.43,0,True,False,True,3,8.476666666666667,3,-0.2567513436001213,3.2744997286161976,Senior,Did Not Survive,1st Class,3.9018,-0.0855,0,1,Q3_mid_high,0.6343
1,29.3,0,0,76.54,0,False,False,False,3,25.513333333333332,1,2.9688856493747444,4.350793932242783,Adult,Did Not Survive,1st Class,0.0444,0.9891,1,1,Q4_high,0.6343
2,10.2,0,0,31.49,1,True,False,True,2,15.745,1,0.0838035479818102,3.4809323496810087,Child,Survived,2nd Class,-1.5299,0.0419,1,1,Q4_high,0.4615
2,39.1,0,0,11.43,1,False,True,False,2,5.715,1,-0.7602097315991694,2.52011290552262,Middle-Aged,Survived,2nd Class,0.8522,-0.3799,1,0,Q2_mid_low,0.4615
3,28.4,0,0,4.26,0,False,False,True,1,4.26,1,-0.5309417355552084,1.6601310267496183,Adult,Did Not Survive,3rd Class,-0.0298,-0.5306,1,0,Q1_low,0.2439
3,28.4,0,1,18.35,0,True,False,True,1,18.35,2,-0.2345273011260956,2.962692419475791,Adult,Did Not Survive,3rd Class,-0.0298,-0.2344,0,1,Q3_mid_high,0.2439
1,50.0,0,1,95.26,0,True,False,False,3,31.75333333333333,2,4.150335943025488,4.567052863874963,Middle-Aged,Did Not Survive,1st Class,1.7506,1.3827,0,1,Q4_high,0.6343
1,29.6,0,0,10.28,1,False,False,False,3,3.4266666666666663,1,-1.2128930075322133,2.423031246069913,Adult,Survived,1st Class,0.0691,-0.4041,1,0,Q2_mid_low,0.6343
3,35.9,1,4,1.0,0,False,False,False,1,1.0,6,-0.5995230738262451,0.6931471805599453,Middle-Aged,Did Not Survive,3rd Class,0.5884,-0.5992,0,0,Q1_low,0.2439
1,28.4,0,0,120.98,1,True,False,False,3,40.32666666666667,1,5.773567863575547,4.803857096868311,Adult,Survived,1st Class,-0.0298,1.9234,1,1,Q4_high,0.6343
2,52.5,0,3,9.83,0,True,False,False,2,4.915,4,-0.8275288366504937,2.382320061012899,Middle-Aged,Did Not Survive,2nd Class,1.9566,-0.4135,0,0,Q2_mid_low,0.4615
3,43.3,1,0,1.0,0,False,False,True,1,1.0,2,-0.5995230738262451,0.6931471805599453,Middle-Aged,Did Not Survive,3rd Class,1.1983,-0.5992,0,0,Q1_low,0.2439
3,28.4,0,0,6.75,0,True,False,True,1,6.75,1,-0.4785590569371466,2.0476928433652555,Adult,Did Not Survive,3rd Class,-0.0298,-0.4783,1,0,Q2_mid_low,0.2439
3,45.4,1,1,12.59,0,False,False,True,1,12.59,3,-0.3557016902184796,2.6093342281630525,Middle-Aged,Did Not Survive,3rd Class,1.3714,-0.3555,0,1,Q3_mid_high,0.2439
3,28.4,1,3,4.65,1,True,False,True,1,4.65,5,-0.5227372196270782,1.7316555451583495,Adult,Survived,3rd Class,-0.0298,-0.5224,0,0,Q1_low,0.2439
3,1.0,0,0,15.8,0,True,False,False,1,15.8,1,-0.2881722129638698,2.8213788864092133,Child,Did Not Survive,3rd Class,-2.2882,-0.288,1,1,Q3_mid_high,0.2439
3,22.2,2,2,1.44,0,True,False,True,1,1.44,5,-0.590266696881688,0.8919980393051105,Adult,Did Not Survive,3rd Class,-0.5408,-0.5899,0,0,Q1_low,0.2439
3,11.2,0,5,11.28,0,False,False,True,1,11.28,6,-0.3832604488488655,2.5079719227189963,Child,Did Not Survive,3rd Class,-1.4474,-0.383,0,0,Q2_mid_low,0.2439
1,28.4,3,0,39.45,0,False,False,True,3,13.15,4,0.6280741434182241,3.700066643504501,Adult,Did Not Survive,1st Class,-0.0298,0.2092,0,1,Q4_high,0.6343
3,24.5,2,2,6.33,0,False,False,True,1,6.33,5,-0.4873946894751329,1.99197551589856,Adult,Did Not Survive,3rd Class,-0.3512,-0.4871,0,0,Q2_mid_low,0.2439
1,28.4,0,0,44.66,1,False,False,True,3,14.886666666666663,1,0.9568858971532864,3.821222641101649,Adult,Survived,1st Class,-0.0298,0.3188,1,1,Q4_high,0.6343
3,39.6,0,0,2.22,1,True,False,True,1,2.22,1,-0.5738576650254278,1.169381359556317,Middle-Aged,Survived,3rd Class,0.8934,-0.5735,1,0,Q1_low,0.2439
1,28.5,0,0,21.08,1,True,False,False,3,7.026666666666666,1,-0.5312870688875537,3.0946722214088944,Adult,Survived,1st Class,-0.0215,-0.177,1,1,Q3_mid_high,0.6343
1,28.4,0,0,15.07,1,True,False,True,3,5.023333333333333,1,-0.9105881514111094,2.776954179749421,Adult,Survived,1st Class,-0.0298,-0.3034,1,1,Q3_mid_high,0.6343
3,19.5,1,0,12.75,1,True,False,True,1,12.75,2,-0.3523357349659133,2.6210388241125804,Adult,Survived,3rd Class,-0.7633,-0.3521,0,1,Q3_mid_high,0.2439
1,28.4,1,0,101.57,1,True,False,False,3,33.85666666666666,2,4.548570523844728,4.630545492319319,Adult,Survived,1st Class,-0.0298,1.5153,0,1,Q4_high,0.6343
3,43.0,1,3,4.3,0,True,False,True,1,4.3,5,-0.5301002467420668,1.667706820558076,Middle-Aged,Did Not Survive,3rd Class,1.1736,-0.5298,0,0,Q1_low,0.2439
3,32.3,1,1,3.46,1,False,False,True,1,3.46,3,-0.5477715118180395,1.4951487660319729,Adult,Survived,3rd Class,0.2917,-0.5475,0,0,Q1_low,0.2439
3,42.7,3,3,1.0,0,True,False,True,1,1.0,7,-0.5995230738262451,0.6931471805599453,Middle-Aged,Did Not Survive,3rd Class,1.1489,-0.5992,0,0,Q1_low,0.2439
3,13.4,0,0,1.0,1,False,True,False,1,1.0,1,-0.5995230738262451,0.6931471805599453,Youth,Survived,3rd Class,-1.2661,-0.5992,1,0,Q1_low,0.2439
3,24.5,0,0,5.4,1,True,False,True,1,5.4,1,-0.506959304380674,1.8562979903656265,Adult,Survived,3rd Class,-0.3512,-0.5067,1,0,Q2_mid_low,0.2439
2,17.1,1,0,7.36,1,False,True,False,2,3.68,2,-0.9314527050734758,2.1234584270966104,Youth,Survived,2nd Class,-0.9612,-0.4655,0,0,Q2_mid_low,0.4615
3,23.9,4,1,14.79,0,True,False,True,1,14.79,6,-0.3094198054956941,2.7593768282675506,Adult,Did Not Survive,3rd Class,-0.4007,-0.3092,0,1,Q3_mid_high,0.2439
2,36.5,0,2,23.64,0,True,False,True,2,11.82,3,-0.2464808111762499,3.204371138665319,Middle-Aged,Did Not Survive,2nd Class,0.6379,-0.1232,0,1,Q3_mid_high,0.4615
1,26.1,2,0,18.5,1,True,False,False,3,6.166666666666667,3,-0.6941151542304445,2.970414465569701,Adult,Survived,1st Class,-0.2193,-0.2312,0,1,Q3_mid_high,0.6343
3,5.1,0,0,10.42,0,True,False,False,1,10.42,1,-0.401352458331409,2.435366204227864,Child,Did Not Survive,3rd Class,-1.9502,-0.4011,1,0,Q2_mid_low,0.2439
3,22.2,3,0,9.37,1,True,True,False,1,9.37,4,-0.4234415396763747,2.338917022241436,Adult,Survived,3rd Class,-0.5408,-0.4232,0,0,Q2_mid_low,0.2439
3,14.5,2,0,1.0,0,True,False,True,1,1.0,3,-0.5995230738262451,0.6931471805599453,Youth,Did Not Survive,3rd Class,-1.1755,-0.5992,0,0,Q1_low,0.2439
2,35.8,1,0,15.96,0,True,False,True,2,7.98,2,-0.569612515422607,2.830857630363757,Middle-Aged,Did Not Survive,2nd Class,0.5802,-0.2846,0,1,Q3_mid_high,0.4615
2,32.4,0,0,5.0,1,False,False,True,2,2.5,1,-1.0307483850241792,1.791759469228055,Adult,Survived,2nd Class,0.2999,-0.5151,1,0,Q1_low,0.4615
1,22.0,1,0,38.65,1,True,False,False,3,12.883333333333333,2,0.5775848146297305,3.680090948080857,Adult,Survived,1st Class,-0.5573,0.1924,0,1,Q4_high,0.6343
3,28.4,1,0,6.77,0,True,False,True,1,6.77,2,-0.4781383125305758,2.050270164379556,Adult,Did Not Survive,3rd Class,-0.0298,-0.4779,0,0,Q2_mid_low,0.2439
2,52.3,0,0,11.4,0,True,False,True,2,5.7,1,-0.7614719648188816,2.517696472610991,Middle-Aged,Did Not Survive,2nd Class,1.9401,-0.3805,1,0,Q2_mid_low,0.4615
3,29.6,0,0,19.98,0,False,False,True,1,19.98,1,-0.2002366319905772,3.043569602968151,Adult,Did Not Survive,3rd Class,0.0691,-0.2001,1,1,Q3_mid_high,0.2439
3,1.0,0,0,8.5,0,True,False,False,1,8.5,1,-0.4417439213622036,2.2512917986064958,Child,Did Not Survive,3rd Class,-2.2882,-0.4415,1,0,Q2_mid_low,0.2439
3,36.7,1,0,7.51,0,False,False,True,1,7.51,2,-0.462570769487457,2.1412419425852827,Middle-Aged,Did Not Survive,3rd Class,0.6543,-0.4623,0,0,Q2_mid_low,0.2439
3,28.4,1,0,1.0,0,False,False,True,1,1.0,2,-0.5995230738262451,0.6931471805599453,Adult,Did Not Survive,3rd Class,-0.0298,-0.5992,0,0,Q1_low,0.2439
1,28.4,1,0,20.27,1,True,False,True,3,6.756666666666667,2,-0.5824075142859031,3.0572976292121457,Adult,Survived,1st Class,-0.0298,-0.194,0,1,Q3_mid_high,0.6343
3,11.8,3,0,1.13,1,True,False,True,1,1.13,4,-0.5967882351835351,0.7561219797213337,Child,Survived,3rd Class,-1.398,-0.5965,0,0,Q1_low,0.2439
3,20.0,2,0,26.39,0,False,False,True,1,26.39,3,-0.065388049684643,3.3101779832749867,Adult,Did Not Survive,3rd Class,-0.7221,-0.0654,0,1,Q3_mid_high,0.2439
3,24.2,1,0,6.64,1,True,False,True,1,6.64,2,-0.4808731511732859,2.033397603178429,Adult,Survived,3rd Class,-0.3759,-0.4806,0,0,Q2_mid_low,0.2439
3,6.3,0,0,3.96,1,True,False,True,1,3.96,1,-0.53725290165377,1.601405740736836,Child,Survived,3rd Class,-1.8513,-0.5369,1,0,Q1_low,0.2439
3,16.7,0,0,8.61,0,True,True,False,1,8.61,1,-0.4394298271260643,2.262804222982201,Youth,Did Not Survive,3rd Class,-0.9941,-0.4392,1,0,Q2_mid_low,0.2439
3,23.1,0,0,37.92,0,True,False,True,1,37.92,1,0.1771711007034102,3.661508257317805,Adult,Did Not Survive,3rd Class,-0.4666,0.1771,1,1,Q4_high,0.2439
3,35.5,1,0,17.12,0,True,False,True,1,17.12,2,-0.2604030821301984,2.8970163006148333,Middle-Aged,Did Not Survive,3rd Class,0.5554,-0.2603,0,1,Q3_mid_high,0.2439
1,23.9,1,0,123.47,1,False,False,True,3,41.156666666666666,2,5.930715899429733,4.824064723012886,Adult,Survived,1st Class,-0.4007,1.9758,0,1,Q4_high,0.6343
